Apps,Version,Pubs,Datasets,ntax,alignment_counts,site_counts,Datatype,Analyses,Platform,OS_name,CPU,Benchmark_dates,Latest_bench,Execution_time,RAM_usage_kb,CPU_usage
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:23.20,1170592,177%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:23.62,1171040,175%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:23.45,1170276,176%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:22.86,1172832,178%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:22.56,1171264,178%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:22.55,1170200,179%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:22.65,1172880,178%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:22.82,1170548,178%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:22.60,1171472,179%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,0:22.50,1170628,179%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,7:48.54,1778796,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,7:51.25,1778028,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,7:49.85,1781248,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,13:52.44,1778520,101%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,7:55.12,1779300,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,7:58.14,1779684,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,8:02.88,1779112,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,7:52.63,1777284,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,7:50.25,1779348,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/04/2022,TRUE,8:19.57,1778160,102%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.82,350272,157%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.81,349916,167%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.80,347388,163%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.81,346884,162%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.79,352112,160%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.82,349868,156%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.81,348724,161%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.80,349856,164%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.79,350612,171%
SEGUL,0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.79,349852,164%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.79,792080,137%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.76,785676,128%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.73,760012,129%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.73,764240,129%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.76,788028,128%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.75,784608,135%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.75,782088,127%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.73,788216,132%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.73,791912,131%
SEGUL,0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.72,754384,126%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.86,350472,240%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.89,349808,251%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.85,350400,219%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.87,352068,236%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.85,349500,244%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.87,351664,249%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.88,350540,241%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.84,347700,235%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.88,349072,221%
SEGUL (--datatype ignore),0.16.3,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:01.84,348804,229%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.49,772988,181%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.52,795972,185%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.48,761672,187%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.54,806524,173%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.50,798200,181%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.48,756956,186%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.52,792016,191%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.49,773280,184%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.53,778336,189%
SEGUL (--datatype ignore),0.16.3,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:02.46,751508,183%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.18,1165356,725%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.18,1165320,722%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.19,1166112,724%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.19,1165832,717%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.18,1166092,717%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.15,1166072,728%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.19,1165972,710%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.16,1165604,738%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.20,1165348,723%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:03.18,1165348,716%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.40,1790036,285%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.43,1790888,283%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.33,1773076,288%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.43,1790872,281%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.27,1773804,287%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.35,1773848,283%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.51,1781796,280%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.35,1772980,282%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.58,1790800,278%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:06.48,1790844,282%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:24.07,1165284,183%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:24.01,1165988,183%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:23.97,1165608,184%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:23.88,1165304,183%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:24.04,1165388,182%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:23.83,1165772,182%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:23.97,1165304,183%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:23.90,1165788,185%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:23.81,1165340,183%
AMAS,v1.02,Wu et al. 2018,Wu et al. 2018 (AA),90,5162,3050198,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,0:23.65,1165324,184%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:12.35,1773896,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:11.48,1790844,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:15.45,1790888,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:14.80,1791840,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:12.96,1790132,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:11.79,1773848,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:15.30,1792436,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:16.01,1790084,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:12.92,1773084,102%
AMAS,v1.02,Shen et al. 2018,Shen et al. 2018 (AA),343,2408,1162805,AA,Alignment Concatenation,Desktop,Windows (WSL),AMD Ryzen 9 3900X 12-Core Processor,03/11/2022,TRUE,8:12.63,1792308,102%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:15.68,549844,95%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.92,577212,104%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:10.97,575796,107%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.05,575860,106%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:12.43,560272,104%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:12.92,576036,102%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.60,575052,101%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:10.85,574916,108%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:10.50,576696,112%
SEGUL,0.16.3,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.53,565296,107%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:18.52,586512,100%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:12.45,587328,120%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.14,589444,124%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.38,587876,121%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:13.00,588560,117%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:12.42,588124,117%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:10.82,591076,125%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:10.97,590648,125%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:11.15,589548,123%
SEGUL,0.16.3,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,03/19/2022,TRUE,0:13.12,587432,115%
