Benchmark,type,OS,CPU,Dataset,Execution_time,RAM_usage_kb,CPU_usage
Benchmarking SEGUL,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:05.22,602628,127%
Benchmarking SEGUL,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:05.14,605696,127%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.73,354096,233%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.73,353612,222%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.74,351432,224%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.73,352008,219%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.73,348000,223%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.74,347292,237%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.74,355516,218%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.73,347936,244%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.72,353436,226%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:00.73,352296,236%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.20,605532,218%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.20,601092,226%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.22,601260,218%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.19,611228,219%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.20,599444,217%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.19,607036,219%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.21,606160,227%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.20,595452,217%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.22,594836,217%
Benchmarking SEGUL ignore datatype,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:01.21,600412,221%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.95,1170576,1017%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.93,1173096,1023%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.94,1170480,1013%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.93,1171328,1024%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:02.01,1171080,989%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.98,1170560,995%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.95,1170340,1007%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.99,1171244,984%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:01.94,1172996,1021%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:02.00,1170472,990%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.77,1784268,442%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.61,1784384,461%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.66,1783884,461%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.69,1784820,463%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.63,1783224,462%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.69,1787956,452%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.67,1783328,457%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.68,1783144,455%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.66,1773096,458%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,0:03.71,1782652,453%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:23.20,1170592,177%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:23.62,1171040,175%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:23.45,1170276,176%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.86,1172832,178%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.56,1171264,178%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.55,1170200,179%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.65,1172880,178%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.82,1170548,178%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.60,1171472,179%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/wu_2018_aa_loci/,0:22.50,1170628,179%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:48.54,1778796,102%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:51.25,1778028,102%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:49.85,1781248,102%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,13:52.44,1778520,101%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:55.12,1779300,102%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:58.14,1779684,102%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,8:02.88,1779112,102%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:52.63,1777284,102%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,7:50.25,1779348,102%
Benchmarking AMAS,concat,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/shen_2018_loci_aa/,8:19.57,1778160,102%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.23,28056,1908%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.23,28904,1913%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.26,29720,1815%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.23,30008,1845%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.24,29656,1862%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.22,31240,1891%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.25,30032,1877%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.24,26932,1930%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.23,27056,1841%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.22,31516,1933%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.35,34720,1968%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.36,32012,1948%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.38,35228,1970%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.34,35456,1983%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.35,34288,1964%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.34,35676,1975%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.38,34104,1967%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.37,36208,2007%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.33,34744,1998%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.34,35356,1932%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.41,26320,1647%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.37,23696,1806%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.35,28712,1905%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.38,26384,1713%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.35,27292,1909%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.37,26948,1961%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.40,26252,1696%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.88,26280,787%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.58,26380,1168%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.56,26968,1284%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.47,27124,920%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.32,24476,1358%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.31,24864,1372%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.32,27296,1370%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.29,25120,1396%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.32,26952,1366%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.32,27468,1331%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.38,26828,1174%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.30,27424,1368%
Benchmarking SEGUL Convert Nexus to Phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.32,26936,1370%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.12,29612,1603%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.48,29284,445%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.49,27416,436%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.41,27676,503%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.15,29304,1340%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.40,29780,504%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.47,28388,436%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.14,27460,1441%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.39,29332,521%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:00.37,29592,562%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.33,35212,946%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.37,34512,873%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.28,33376,1116%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.38,32860,791%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.24,37088,1298%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.19,35916,1606%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.22,35476,1384%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.27,35428,1095%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.27,34744,1178%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:00.27,33048,1136%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.22,25628,1150%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.19,24792,1250%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.18,26244,1299%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.20,27052,1229%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.34,26620,711%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.18,27248,1282%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.14,27080,1638%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.14,24816,1729%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.17,26528,1421%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:00.14,25224,1719%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.52,26904,381%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.30,27508,891%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.27,27128,754%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.29,25208,837%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.27,26800,813%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.29,24872,820%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.29,25208,800%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.30,27424,937%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.27,27580,817%
Benchmarking SEGUL ignore datatype,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/chan_2020_loci/,0:00.28,27020,827%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.17,429192,1072%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.18,429316,1099%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.08,429744,1213%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.19,429124,1082%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.19,435452,1088%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.18,433596,1099%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.17,433184,1103%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.19,434744,1087%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.17,429124,1089%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/esselstyn_2021_nexus_trimmed,0:01.17,429464,1096%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.99,715784,1100%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:02.12,714400,1029%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:02.12,713544,1037%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:02.09,714136,1036%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:02.09,713040,1045%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:02.11,712404,1047%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:02.11,711040,1044%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:01.99,712928,1107%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:02.09,712676,1040%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/oliveros_2019_80p_trimmed,0:02.11,711636,1047%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.38,505940,1251%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.37,513064,1265%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.28,509760,1366%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.27,510512,1348%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.38,510820,1243%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.27,515556,1353%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.38,512200,1244%
Benchmarking AMAS convert nexus to phylip,convert,openSUSE,AMD Ryzen 9 3900X 12-Core Processor,alignments/jarvis_2014_uce_filtered_w_gator,0:01.38,512788,1229%
